1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 42 43 44 45 46 47 48 49 50 51 52 53 54 55 56 57 58 59 60 61 62 63 64 65 66 67 68 69 70 71 72 73 74 75
336 0.15 0 0.76 0 0.58 0 0.56 0 0 0.1 0 0.5 0 0.48 0.97 0 0.71 0 0.54 0 0.55 0 0.4 0 0.82 0 0.96 0 0.07 0 0.58 0 0 0.95 0 0.29 0 0 0.74 0.12 0 0.59 0 0.17 0 0.73 0 0.57 0 0 0.51 0.84 0 0 0.34 0.1 0 0.01 0 0.15 0 0.62 0 0.39 0 0.96 0 0.45 0 0 0.85 0.6 0 0.05 0
337 0.14 0 0.31 0 0.64 0 0.36 0 0.03 0 0.09 0 0 0.97 0.93 0 0.76 0 0.65 0 0.0 0 0.23 0 0.18 0 0.75 0 0.45 0 0.88 0 0 0.04 0 0.99 0 0 0.75 0.45 0 0.01 0 0.65 0 0.7 0 0.15 0 0 0.64 0.99 0 0 0.47 0.41 0 0.51 0 0.46 0 0.25 0 0.84 0 0.52 0 0 0.11 0 0.83 0.94 0 0.77 0
338 0.25 0 0.03 0 0.89 0 0.75 0 0.03 0 0 0.21 0 0.61 0.01 0 0.08 0 0.21 0 0.03 0 0.47 0 0.17 0 0.73 0 0.33 0 0.99 0 0 0.22 0 0.87 0 0 0.78 0.64 0 0.7 0 0.23 0 0.35 0 0.07 0 0 0.76 0.46 0 0 0.72 0.6 0 0.21 0 0.64 0 0.19 0 0.49 0 0.87 0 0 0.93 0 0.49 0.79 0 0.94 0
339 0.67 0 0.88 0 0.95 0 0.56 0 0.89 0 0.61 0 0 0.72 0.31 0 0.02 0 0 0.89 0.7 0 0.62 0 0.87 0 0.43 0 0.4 0 0.77 0 0 0.88 0 0.09 0 0 0.17 0.98 0 0.24 0 0.81 0 0 0.02 0.34 0 0 0.81 0.65 0 0 0.28 0.0 0 0.74 0 0.08 0 0.75 0 0.45 0 0.8 0 0.27 0 0 0.94 0.27 0 0.14 0
340 0.68 0 0.84 0 0.4 0 0.66 0 0.7 0 0 0.95 0 0.27 0 0.29 0 0.36 0 0.25 0.18 0 0.02 0 0.84 0 0.41 0 0.12 0 0.62 0 0 0.74 0 0.75 0 0.7 0 0.4 0 0.5 0 0.77 0 0.58 0 0.01 0 0.47 0 0.96 0 0 0.66 0.84 0 0.99 0 0.54 0 0.26 0 0.61 0 0.22 0 0.75 0 0.76 0 0.72 0 0.94 0
341 0.48 0 0.4 0 0.23 0 0.1 0 0.99 0 0 0.92 0 0.93 0 0.36 0 0.61 0 0.89 0.44 0 0.74 0 0.3 0 0.01 0 0.46 0 0.17 0 0 0.44 0 0.09 0 0.66 0 0.96 0 0.03 0 0.86 0 0.09 0 0.04 0 0.83 0 0.52 0 0 0.64 1.0 0 0.85 0 0.32 0 0.84 0 0.11 0 0.75 0 0.13 0 0 0.07 0.93 0 0.84 0
342 0.52 0 0.37 0 0.13 0 0.58 0 0.97 0 0 0.27 0 0.4 0 0.38 0 0.08 0 0.4 0.33 0 0.18 0 0.23 0 0.94 0 0.04 0 0.32 0 0 0.25 0 0.21 0 0.4 0 0.01 0 0.74 0 0.31 0 0 0.67 0.56 0 0.72 0 0.97 0 0 0.6 0.77 0 0.48 0 0.1 0 0.59 0 0.1 0 0.77 0 0.27 0 0.15 0 0.54 0 0.57 0
343 0.49 0 0.92 0 0.48 0 0.36 0 0.98 0 0 0.07 0 0.16 0 0.76 0 0.73 0 0.26 0.94 0 0.55 0 0.75 0 0.09 0 0.51 0 0.24 0 0 0.88 0 0.02 0 0.09 0 0.37 0 0.04 0 0.05 0 0.43 0 0.96 0 0 0.22 0.37 0 0 0.51 0.46 0 0.72 0 0.32 0 0.44 0 0.59 0 0.06 0 0.61 0 0.93 0 0.39 0 0.06 0
344 0.2 0 0.4 0 0.87 0 0.79 0 0.13 0 0 0.26 0 0.24 0 0.05 0 0.81 0 0.17 0.25 0 0.16 0 0.54 0 0.21 0 0.44 0 0.37 0 0 0.91 0 0.85 0 0 0.72 0.53 0 0.11 0 0.51 0 0.68 0 0.67 0 0.74 0 0.78 0 0 0.54 0.47 0 0.07 0 0.31 0 0.55 0 0.98 0 0.2 0 0.82 0 0 0.53 0.59 0 0.06 0
345 0.11 0 0.43 0 0.86 0 0.72 0 0.85 0 0.01 0 0.61 0 0.98 0 0.04 0 0.79 0 0.52 0 0.24 0 0.99 0 0 0.6 0.03 0 0.14 0 0 0.8 0 0.53 0 0.18 0 0.2 0 0.05 0 0.02 0 0.32 0 0.47 0 0.13 0 0.56 0 0.33 0 0.88 0 0.24 0 0.53 0 0.06 0 0.58 0 0.31 0 0.36 0 0.07 0 0.91 0 0.86 0
346 0.75 0 0.11 0 0.15 0 0.09 0 0.89 0 0 0.23 0.06 0 0.71 0 0.5 0 0.63 0 0.91 0 0.16 0 0.28 0 0 0.84 0.67 0 0.83 0 0 0.03 0 0.99 0 0.84 0 0.87 0 0.05 0 0.35 0 0.63 0 0.99 0 0.44 0 0.73 0 0.25 0 0.61 0 0.42 0 0.16 0 0.75 0 0.25 0 0.21 0 0.62 0 0.72 0 0.7 0 0.73 0
347 0.96 0 0.53 0 0.81 0 0.55 0 0.39 0 0 0.83 0.46 0 0 0.62 0.95 0 0.07 0 0.64 0 0.12 0 0.04 0 0 0.83 0.76 0 0.33 0 0 0.85 0 0.1 0 0.3 0 0.88 0 0.75 0 0.42 0 0.11 0 0.45 0 0.42 0 0.64 0 0.51 0 0.2 0 0.52 0 0.4 0 0.21 0 0.38 0 0.56 0 0.2 0 0.65 0 0.32 0 0.03 0
348 0.1 0 0.78 0 0.02 0 0.38 0 0.75 0 0.51 0 0.76 0 0.05 0 0.21 0 0 0.52 0.46 0 0.93 0 0.59 0 0 0.51 0.09 0 0.88 0 0 0.84 0 0.12 0 0.75 0 0.17 0 0.37 0 0.22 0 0 0.64 0.05 0 0.62 0 0.59 0 0.13 0 0.61 0 0.63 0 0.43 0 0.43 0 0.62 0 0.64 0 0.89 0 0.39 0 0.87 0 0.07 0
349 0.24 0 0.1 0 0.82 0 0.13 0 0.23 0 0 0.71 0.58 0 0.35 0 0.15 0 0 0.5 0.05 0 0.85 0 0.82 0 0 0.39 0.23 0 0.58 0 0 0.82 0 0.11 0 0.95 0 0.51 0 0.49 0 0.49 0 0 0.99 0.35 0 0.76 0 0.12 0 0.22 0 0.93 0 0.92 0 0.41 0 0.77 0 0.54 0 0.64 0 0.25 0 0.62 0 0.63 0 0.61 0
350 0.26 0 0.1 0 0.45 0 0.29 0 0.75 0 0.23 0 0.98 0 0.02 0 0.72 0 0.34 0 0.25 0 0.0 0 0.0 0 0 0.59 0.29 0 0.16 0 0 0.37 0 0.98 0 0.22 0 0.64 0 0.0 0 0.57 0 0.62 0 0.09 0 0 0.7 0.23 0 0.37 0 0.08 0 0.83 0 0.22 0 0.08 0 0.39 0 0.79 0 0.6 0 0.92 0 0.3 0 0.52 0
351 0.77 0 0.91 0 0.44 0 0.28 0 0.42 0 0 0.77 0.95 0 0.18 0 0.76 0 0.5 0 0.73 0 0.45 0 0.6 0 0 0.23 0.31 0 0.88 0 0 0.16 0 0.42 0 0.11 0 0.79 0 0.72 0 0.42 0 0.19 0 0.56 0 0 0.43 0.94 0 0.19 0 0.2 0 0.48 0 0.97 0 0.51 0 0.9 0 0.68 0 0.29 0 0.2 0 0.79 0 0.25 0
352 0.19 0 0.96 0 0.54 0 0.46 0 0.34 0 0.95 0 0.86 0 0.48 0 0.84 0 0.32 0 0.04 0 0.45 0 0.38 0 0 0.5 0.84 0 0.94 0 0 0.67 0 0.21 0 0.3 0 0.58 0 0.66 0 0.36 0 0.44 0 0.38 0 0 0.57 0.84 0 0.03 0 0.37 0 0.53 0 0.32 0 0 0.98 0.56 0 0.68 0 0.58 0 0.63 0 0.97 0 0.67 0
353 0.75 0 0.24 0 0.45 0 0.99 0 0.23 0 0 0.14 0.98 0 0 0.35 0.97 0 0.03 0 0.34 0 0.6 0 0.52 0 0 0.28 0.57 0 0.91 0 0 0.84 0 0.16 0 0.74 0 0.78 0 0.75 0 0.37 0 0.35 0 0.99 0 0 0.68 0.71 0 0.48 0 0.64 0 0.97 0 0.07 0 0.12 0 0.63 0 1.0 0 0.06 0 0.68 0 0.18 0 0.88 0
354 0.11 0 0.49 0 0.45 0 0.16 0 0.05 0 0.04 0 0.61 0 0.38 0 0.38 0 0 0.76 0.73 0 0.23 0 0.32 0 0 0.86 1.0 0 0.88 0 0 0.67 0 0.39 0 0.09 0 0.8 0 0.9 0 0.24 0 0 0.97 0.51 0 0 0.66 0.12 0 0.37 0 0.28 0 0.71 0 0.45 0 0.09 0 0.69 0 0.5 0 0.03 0 0.03 0 0.01 0 0.71 0
355 0.02 0 0.91 0 0.95 0 0.04 0 0.92 0 0 0.44 0.03 0 0.71 0 0.04 0 0 0.48 0.1 0 0.25 0 0.95 0 0 0.24 0.19 0 0.87 0 0 0.54 0 0.37 0 0.09 0 0.23 0 0.63 0 0.08 0 0 0.2 0.24 0 0 0.95 0.2 0 0.45 0 0.68 0 0.28 0 0.74 0 0.08 0 0.34 0 0.38 0 0.43 0 0.4 0 0.92 0 0.02 0
356 0.5 0 0.63 0 0.03 0 0.62 0 0.66 0 0.54 0 0.26 0 0 0.12 0.29 0 0 0.75 0.46 0 0.57 0 0.4 0 0 0.57 0.01 0 0.72 0 0 0.52 0 0.46 0 0.28 0 0.47 0 0.46 0 0.65 0 0 0.95 0.54 0 0 0.42 0.64 0 0.99 0 0.43 0 0.25 0 0.09 0 0.97 0 0.33 0 0.79 0 0.39 0 0.67 0 0.72 0 0.1 0
357 0.64 0 0.96 0 0.35 0 0.3 0 0.29 0 0.09 0 0.46 0 0.03 0 0.88 0 0.6 0 0.67 0 0 0.79 0.48 0 0 0.58 0.11 0 0.24 0 0 0.15 0 0.2 0 0.65 0 0.66 0 0.3 0 0.51 0 0.59 0 0.54 0 0.85 0 0.39 0 0.91 0 0.91 0 0.04 0 1.0 0 0.65 0 0.41 0 0.05 0 0.84 0 0.03 0 0.23 0 0.91 0
358 0.13 0 0.91 0 0.73 0 0.42 0 0.96 0 0 0.34 0.69 0 0.93 0 0.57 0 0.24 0 0.68 0 0 0.67 0.07 0 0 0.07 0.17 0 0.16 0 0 0.06 0 0.31 0 0.73 0 0.89 0 0.33 0 0.04 0 0.12 0 0.37 0 0.04 0 0.72 0 0.39 0 0.68 0 0.25 0 0.39 0 0.28 0 0.11 0 0.68 0 0.43 0 0.94 0 0.38 0 0.47 0
359 0.73 0 0.32 0 0.32 0 0.26 0 0 0.5 0 0.2 0.54 0 0.05 0 0.13 0 0.62 0 0.81 0 0 0.58 0.48 0 0 0.99 0.4 0 0.14 0 0 0.27 0 0.63 0 0.66 0 0.34 0 0.98 0 0.86 0 0.52 0 0.93 0 0.86 0 0.17 0 0.35 0 0.27 0 0.89 0 0.93 0 0.14 0 0.73 0 0.6 0 0.1 0 0.34 0 0.91 0 0.4 0
360 0.61 0 0.41 0 0.39 0 0.68 0 0.77 0 0.59 0 0.6 0 0 0.56 0.44 0 0.81 0 0.64 0 0 0.78 0.17 0 0 0.41 0.3 0 0.53 0 0 0.74 0 0.77 0 0.11 0 0.09 0 0.95 0 0.34 0 0.52 0 0.74 0 0.13 0 0.27 0 0.26 0 0.56 0 0.13 0 0.13 0 0.33 0 0.71 0 0.82 0 0.75 0 0.99 0 0.51 0 0.71 0
361 0.43 0 0.61 0 0.81 0 0.62 0 0.85 0 0 0.79 0.6 0 0 0.51 0.49 0 0.88 0 0.41 0 0 0.49 0.89 0 0 0.86 0.43 0 0.34 0 0 0.48 0 0.31 0 0.06 0 0.23 0 0.66 0 0.61 0 0.83 0 0.18 0 0.05 0 0.85 0 0.85 0 0.57 0 0.79 0 0.12 0 0.06 0 0.74 0 0.96 0 0.48 0 0.78 0 0.28 0 0.88 0
362 0.4 0 0.84 0 0.32 0 0.47 0 0.19 0 1.0 0 0.68 0 0.12 0 0.19 0 0 0.86 0.62 0 0 0.26 0.62 0 0 0.24 0.33 0 0.68 0 0 0.92 0 0.49 0 0.46 0 0.59 0 0.93 0 0.81 0 0 0.39 0.51 0 0.5 0 0.87 0 0.42 0 0.63 0 0.18 0 0.1 0 0.31 0 0.65 0 0.62 0 0.08 0 0.11 0 0.99 0 0.41 0
363 0.01 0 0.26 0 0.93 0 0.79 0 0.64 0 0 0.92 0.6 0 0.91 0 0.37 0 0 0.03 0.76 0 0 0.04 0.69 0 0 0.9 0.8 0 0.38 0 0 0.4 0 0.47 0 0.7 0 0.34 0 0.28 0 0.65 0 0 0.22 0.61 0 0.11 0 0.61 0 0.89 0 0.6 0 0.96 0 0.39 0 0.11 0 0.75 0 0.39 0 0.52 0 0.3 0 0.36 0 0.09 0
364 0.44 0 0.13 0 0.57 0 0.47 0 0 0.82 0 0.95 0.44 0 0.96 0 0.5 0 0 0.87 0.79 0 0 0.43 0.5 0 0 0.84 0.24 0 0.27 0 0 0.16 0 0.02 0 0.98 0 0.59 0 0.83 0 0.14 0 0 0.63 0.55 0 0.52 0 0.24 0 0.52 0 0.62 0 0.28 0 0.07 0 0.63 0 0.29 0 0.35 0 0.28 0 0.97 0 0.04 0 0.65 0
365 0.59 0 0.45 0 0.44 0 0.55 0 0.76 0 0.63 0 0.01 0 0.54 0 0.49 0 0.01 0 0.13 0 0 0.36 0.12 0 0 0.16 0.9 0 0.68 0 0 0.62 0 0.25 0 0.82 0 0.39 0 0.09 0 0.92 0 0.4 0 0.89 0 0 0.02 0.07 0 0.56 0 0.08 0 0.82 0 0.52 0 0.13 0 0.63 0 0.65 0 0.68 0 0.94 0 0.46 0 0.01 0
366 0.43 0 0.61 0 0.55 0 0.44 0 0.75 0 0.92 0 0.03 0 0.35 0 0.9 0 0.6 0 0.84 0 0 0.95 0.35 0 0 0.78 0.0 0 0.4 0 0 0.9 0 0.49 0 0.89 0 0.8 0 0.93 0 0.97 0 0.38 0 0.18 0 0 0.81 0.51 0 0.48 0 0.48 0 0.74 0 0.79 0 0 0.65 0.64 0 0.51 0 0.2 0 0.89 0 0.16 0 0.2 0
367 0.26 0 0.09 0 0.23 0 0.56 0 0.44 0 0 0.69 0.35 0 0 0.41 0.84 0 0.76 0 0.63 0 0 0.62 0.75 0 0 0.19 0.53 0 0.92 0 0 0.11 0 0.97 0 0.51 0 0.9 0 0.64 0 0.41 0 0.07 0 0.03 0 0 0.07 0.68 0 0.55 0 0.5 0 0.11 0 0.59 0 0.31 0 0.75 0 0.84 0 0.49 0 0.89 0 0.17 0 0.38 0
368 0.79 0 0.94 0 0.37 0 0.04 0 0.85 0 0.97 0 0.75 0 0.43 0 0.74 0 0 0.13 0.22 0 0 0.0 0.06 0 0 0.28 0.36 0 0.02 0 0 0.3 0 0.8 0 0.25 0 0.59 0 0.43 0 0.06 0 0 0.46 0.56 0 0 0.2 0.39 0 0.27 0 0.15 0 0.14 0 0.18 0 0.71 0 0.09 0 0.28 0 0.58 0 0.57 0 0.74 0 0.32 0
369 0.51 0 0.87 0 0.81 0 0.82 0 0.21 0 0 0.74 0.07 0 0.65 0 0.62 0 0 0.85 0.67 0 0 0.1 0.09 0 0 0.1 0.47 0 0.93 0 0 0.07 0 0.85 0 0.05 0 0.16 0 0.06 0 0.05 0 0 0.62 0.81 0 0 0.66 0.21 0 0.88 0 0.2 0 0.06 0 0.08 0 0.87 0 0.1 0 0.76 0 0.46 0 0.49 0 0.86 0 0.18 0
370 0.25 0 0.8 0 0.46 0 0.57 0 0.51 0 0.98 0 0.14 0 0 0.07 0.59 0 0 0.74 0.03 0 0 0.26 0.34 0 0 0.48 0.27 0 0.66 0 0 0.64 0 0.99 0 0.65 0 0.44 0 0.44 0 0.57 0 0 0.14 0.01 0 0 0.94 0.69 0 0.79 0 0.81 0 0.98 0 0.43 0 0.38 0 0.1 0 0.61 0 0.6 0 1.0 0 0.53 0 0.43 0
371 0.15 0 0 0.56 0.97 0 0.49 0 0.01 0 0.35 0 0.71 0 0.5 0 0.93 0 0.19 0 0.72 0 0 0.94 0.91 0 0 0.48 0.64 0 0.83 0 0 0.67 0 0.48 0 0.6 0 0.54 0 0.81 0 0.83 0 0.29 0 0.03 0 0.86 0 0.43 0 0.62 0 0.92 0 0.01 0 0.77 0 0.06 0 0.3 0 0.97 0 0.1 0 0.49 0 0.43 0 0.19 0
372 0.16 0 0 0.71 0.58 0 0.27 0 0.68 0 0.73 0 0.4 0 0.59 0 0.18 0 0.93 0 0.92 0 0 0.53 0.6 0 0 0.92 0.67 0 0.36 0 0 0.52 0 0.67 0 0.16 0 0.14 0 0.59 0 0.34 0 0.82 0 0.41 0 0 0.54 0.17 0 0.16 0 0.24 0 0.22 0 0.13 0 0.98 0 0.33 0 0.63 0 0.23 0 0.83 0 0.73 0 0.11 0
373 0.23 0 0 0.71 0.22 0 0.52 0 0.13 0 0.84 0 0.18 0 0.61 0 0.72 0 0.26 0 0.74 0 0 0.97 0.05 0 0 0.98 0.75 0 0.68 0 0 0.34 0 1.0 0 0.87 0 0.85 0 0.24 0 0.83 0 0.72 0 0.11 0 0 0.87 0.18 0 0.5 0 0.31 0 0.72 0 0.59 0 0 0.49 0.53 0 0.59 0 0.55 0 0.28 0 0.72 0 0.99 0
374 0.51 0 0 0.2 0.92 0 0.67 0 0.64 0 0 0.82 0.99 0 0 0.85 0.38 0 0.0 0 0.94 0 0 0.6 0.79 0 0 0.86 0.09 0 0.04 0 0 0.99 0 0.91 0 0.94 0 0.07 0 0.95 0 0.17 0 0.93 0 0.2 0 0 0.79 0.9 0 0.01 0 0.17 0 0.1 0 0.26 0 0.66 0 0.29 0 0.92 0 0.04 0 0.23 0 0.61 0 0.71 0
375 0.87 0 0 0.11 0.19 0 0.91 0 0.66 0 0.76 0 0.58 0 0.48 0 0.32 0 0.57 0 0.4 0 0 0.63 0.64 0 0 0.72 0.46 0 0.5 0 0 0.27 0 0.81 0 0.5 0 0.33 0 0.65 0 0.54 0 0.01 0 0.54 0 0.21 0 0.56 0 0.5 0 0.92 0 0.27 0 0.19 0 0.05 0 0.0 0 0.57 0 0.88 0 0.62 0 0 0.61 0.94 0
376 0.37 0 0 0.53 0.47 0 0.12 0 0.59 0 0.27 0 0.41 0 0.68 0 1.0 0 0.65 0 0.77 0 0 0.52 0.15 0 0 0.32 0.44 0 0.54 0 0 0.58 0 0.91 0 0.15 0 0.67 0 0.73 0 0.71 0 0.85 0 0.34 0 0 0.49 0.97 0 0.43 0 0.06 0 0.09 0 0.64 0 0.93 0 0.77 0 0.2 0 0.39 0 0.4 0 0 0.79 0.32 0
377 0.05 0 0 0.09 0.96 0 0.41 0 0.04 0 0.63 0 0.86 0 0.43 0 0.4 0 0.34 0 0.83 0 0 0.08 0.38 0 0 0.94 0.98 0 0 0 0.68 0.9 0 0.16 0 0.51 0 0.49 0 0.08 0 0.71 0 0.11 0 0.23 0 0.64 0 0.24 0 1.0 0 0.69 0 0.53 0 0.89 0 0.65 0 0.74 0 0.36 0 0.49 0 0.0 0 0.4 0 0.05 0
378 0.56 0 0 0.99 0.64 0 0.25 0 0.42 0 0.93 0 0.91 0 0 0.73 0.56 0 0.91 0 0.54 0 0 0.16 0.53 0 0 0.88 0.66 0 0 0 0.67 0.16 0 0.65 0 0.45 0 0.0 0 0.47 0 0.96 0 0.81 0 0.61 0 0.17 0 0.91 0 0.18 0 0.63 0 0.75 0 0.44 0 0.26 0 0.32 0 0.89 0 0.99 0 0.62 0 0.59 0 0.31 0
379 0.76 0 0 0.66 0.52 0 0.53 0 0.48 0 0.35 0 0.04 0 0.87 0 0.83 0 0.86 0 0.22 0 0 0.63 0.57 0 0 0.63 0.18 0 0 0 0.68 0.22 0 0.1 0 0.98 0 0.5 0 0.72 0 0.32 0 0.49 0 0.26 0 0.65 0 0.3 0 0.24 0 0.08 0 0.54 0 0.49 0 0.94 0 0.01 0 0.54 0 0.6 0 0.54 0 0 0.17 0.63 0
380 0.98 0 0.29 0 0.7 0 0.29 0 0.06 0 0 0.05 0.19 0 0 0.54 0 0.35 0 0.42 0.65 0 0.16 0 0.24 0 0 0.69 0.39 0 0.69 0 0 0.46 0 0.85 0 0.64 0 0.24 0 0.59 0 0.96 0 0.5 0 0.52 0 0.08 0 0.48 0 0.62 0 0.4 0 0.26 0 0.48 0 0.01 0 0.95 0 0.36 0 0.91 0 0.48 0 0.12 0 0.2 0
381 0.37 0 0.08 0 0.8 0 0.37 0 0.33 0 0 0.3 0.82 0 0 0.84 0 0.22 0 0.39 0.88 0 0.4 0 0.6 0 0 0.28 0.93 0 0.27 0 0 0.98 0 0.35 0 0.99 0 0.08 0 0.81 0 0.75 0 0 0.83 0.57 0 0.72 0 0.81 0 0.42 0 0.92 0 0.31 0 0.87 0 0.21 0 0.19 0 0.3 0 0.58 0 0.24 0 0.67 0 0.87 0
382 0.0 0 0.47 0 0.94 0 0.35 0 0.92 0 0 0.07 0.06 0 0 0.53 0 0.11 0 0.71 0.47 0 0.64 0 0.09 0 0 0.29 0.18 0 0.31 0 0 0.01 0 0.2 0 0.33 0 0.59 0 0.82 0 0.9 0 0.68 0 0.17 0 0 0.65 0.26 0 0.31 0 0.24 0 0.95 0 0.39 0 0.73 0 0.74 0 0.82 0 0.15 0 0.56 0 0.78 0 0.18 0
383 0.11 0 0.72 0 0.67 0 0.37 0 0.21 0 0.47 0 0.83 0 0 0.46 0 0.59 0 0.48 0.85 0 0 0.15 0.76 0 0 0.08 0.96 0 0.77 0 0 0.62 0 0.33 0 0.48 0 0.06 0 0.64 0 0.82 0 0.14 0 0.24 0 0.68 0 0.87 0 0.95 0 0.7 0 0.45 0 0.16 0 0.39 0 0.54 0 0.52 0 0.27 0 0.77 0 0.35 0 0.77 0
384 0.1 0 0.51 0 0.14 0 0.23 0 0.96 0 0 0.66 0.49 0 0 0.41 0 0.75 0 0.54 0.0 0 0 0.63 0.9 0 0 0.04 0.03 0 0.39 0 0 0.09 0 0.79 0 0.88 0 0.53 0 0.65 0 0.28 0 0.95 0 0.67 0 0.7 0 0.28 0 0.06 0 0.39 0 0.15 0 0.67 0 0.47 0 0.56 0 0.77 0 0.85 0 0.92 0 0.24 0 0.94 0
385 0.84 0 0.47 0 0.81 0 0.26 0 0.06 0 0.37 0 0.43 0 0 0.34 0 0.56 0 0.51 0.42 0 0 0.49 0.36 0 0 0.52 0.19 0 0.02 0 0 0.97 0 0.45 0 0.49 0 0.92 0 0.89 0 0.86 0 0 0.73 0.25 0 0.34 0 0.45 0 0.78 0 0.11 0 0.5 0 0.13 0 0.38 0 0.42 0 0.12 0 0.46 0 0.64 0 0.43 0 0.83 0
386 0.21 0 0.11 0 0.34 0 0.82 0 0.7 0 0 0.83 0.49 0 0 0.18 0 0.98 0 0.6 0.36 0 0 0.21 0.19 0 0 0.17 0.83 0 0.7 0 0 0.69 0 0.8 0 0.24 0 0.19 0 0.52 0 0.98 0 0.68 0 0.07 0 0 0.96 0.04 0 0.81 0 0.22 0 0.95 0 0.4 0 1.0 0 0.86 0 0.2 0 0.67 0 0.44 0 0.34 0 0.26 0
387 0.15 0 0.21 0 0.15 0 0.61 0 0.96 0 0.21 0 0.21 0 0 0.28 0 0.58 0 0.31 0.7 0 0 0.09 0.05 0 0 0.01 0.19 0 0.95 0 0 0.56 0 0.04 0 0.86 0 0.77 0 0.32 0 0.0 0 0 0.42 0.14 0 0 0.64 0.48 0 0.59 0 0.86 0 0.59 0 0.55 0 0.72 0 0.95 0 0.26 0 0.7 0 0.8 0 0.61 0 0.99 0
388 0.84 0 0.16 0 0.4 0 0.62 0 0.98 0 0.48 0 0.49 0 0.2 0 0.69 0 0.23 0 0.38 0 0 0.17 0.34 0 0 0.67 0.99 0 0.76 0 0 0.1 0 0 0.8 0.76 0 0.42 0 0.55 0 0.33 0 0.32 0 0 0.17 0.08 0 1.0 0 0.63 0 0.98 0 0.79 0 0.8 0 0.69 0 0.9 0 0.6 0 0.31 0 0.94 0 0.51 0 0.94 0
389 0.69 0 0.15 0 0.8 0 0.92 0 0.46 0 0.82 0 0 0.36 0.97 0 0.02 0 0.05 0 0.56 0 0.06 0 0.71 0 0 0.21 0.74 0 0.51 0 0 0.1 0 0.85 0 0.36 0 0.78 0 0.18 0 0.76 0 0.42 0 0.88 0 0.2 0 0.39 0 0.74 0 0.29 0 0.36 0 0.07 0 0.36 0 0.72 0 0.08 0 0.73 0 0.04 0 0.37 0 0.89 0
390 0.38 0 0.62 0 0.61 0 0.8 0 0.55 0 0.95 0 0 0.2 0.74 0 0.56 0 0.62 0 0.73 0 0.83 0 0.32 0 0 0.74 0.42 0 0.73 0 0 0.34 0 0.19 0 0.66 0 0.43 0 0.43 0 0.92 0 0.04 0 0.45 0 0.86 0 0.8 0 0.27 0 0.86 0 0.47 0 0.19 0 0.51 0 0.8 0 0.96 0 0.47 0 0 0.61 0.34 0 0.41 0
391 0.74 0 0.92 0 0.71 0 0.82 0 0 0.91 0.62 0 0 0.51 0.06 0 0.67 0 0.41 0 0.54 0 0.26 0 0.57 0 0 0.36 0.12 0 0.45 0 0 0.89 0 0.83 0 0.06 0 0.55 0 0.9 0 0.97 0 0.17 0 0.05 0 0.85 0 0.32 0 0.41 0 0.15 0 0.34 0 0.86 0 0.3 0 0.21 0 0.97 0 0.56 0 0 0.02 0.46 0 0.89 0
392 0.55 0 0.92 0 0.16 0 0.6 0 0.82 0 0 0.29 0 0.83 0.96 0 0.64 0 0.87 0 0.75 0 0.15 0 0.77 0 0 0.91 0.67 0 0.02 0 0 0.56 0 0.87 0 0.29 0 0.26 0 0.48 0 0.71 0 0.64 0 0.49 0 0.85 0 0.69 0 0.37 0 0.33 0 0.13 0 0.4 0 0.19 0 0.83 0 0.55 0 0.67 0 0.95 0 0.1 0 0.52 0
393 0.81 0 0.17 0 0.79 0 0.84 0 0.77 0 0 0.36 0 0.37 0.02 0 0.85 0 0.84 0 0.36 0 1.0 0 0.51 0 0 0.27 0.33 0 0.45 0 0 0.67 0 0.71 0 1.0 0 0.45 0 0.85 0 0.69 0 0.27 0 0.87 0 0.67 0 0.14 0 0.24 0 0.63 0 0.96 0 0.71 0 0.08 0 0.83 0 0.89 0 0.45 0 0 0.76 0.3 0 0.68 0
394 0.86 0 0.41 0 1.0 0 0.79 0 0 0.29 0 0.77 0 0.88 0.53 0 0.19 0 0.65 0 0.77 0 0.23 0 0.2 0 0 0.88 0.05 0 0.78 0 0 0.02 0 0.67 0 0.1 0 0.48 0 0.9 0 0.38 0 0.64 0 0.18 0 0.45 0 0.93 0 0.42 0 0.79 0 0.95 0 0.49 0 0.77 0 0.6 0 0.51 0 0.37 0 0.36 0 0.56 0 0.82 0
395 0.92 0 0.76 0 0.74 0 0.41 0 0 0.88 0 0.15 0 0.28 0.38 0 0.15 0 0.73 0 0.22 0 0.63 0 0.17 0 0 0.35 0.36 0 0.75 0 0 0.21 0 0.88 0 0.51 0 0.42 0 0.12 0 0.31 0 0.5 0 0.16 0 0.29 0 0.23 0 0.59 0 0.86 0 0.6 0 0.69 0 0.02 0 0.82 0 0.39 0 0.19 0 0 0.85 0.75 0 0.86 0
396 0.67 0 0.4 0 0.19 0 0.54 0 0.43 0 0.59 0 0 0.67 0 0.79 0.98 0 0.78 0 0.71 0 0.98 0 0.1 0 0 0.68 0.23 0 0.64 0 0 0.77 0 0.91 0 0.44 0 0.57 0 0.27 0 0.41 0 0.78 0 0.28 0 0.77 0 0.99 0 1.0 0 0.39 0 0.24 0 0.61 0 0.08 0 0.97 0 0.24 0 0.82 0 0.57 0 0.19 0 0.46 0
